stop_id,stop_name
401903,E 86 ST/MADISON AV
401905,E 86 ST/LEXINGTON  AV
401906,E 86 ST/3 AV
401908,E 86 ST/1 AV
401909,YORK AV/E 86 ST
401910,YORK AV/E 88 ST
401916,YORK AV/E 91 ST
401917,YORK AV/E 88 ST
401919,E 86 ST/1 AV
401920,E 86 ST/2 AV
401921,E 86 ST/3 AV
401922,E 86 ST/LEXINGTON AV
401924,E 86 ST/MADISON AV
401925,E 86 ST/5 AV
401926,W 86 ST/TRANSVERSE
401927,W 86 ST/CENTRAL PK W
401929,W 86 ST/AMSTERDAM AV
401930,W 86 ST/BROADWAY
401933,W 96 ST/WEST END AV
401934,W 96 ST/BROADWAY
401935,W 96 ST/AMSTERDAM AV
401936,W 96 ST/COLUMBUS AV
401937,W 96 ST/CENTRAL PK W
401939,E 96 ST/MADISON AV
401941,E 96 ST/LEXINGTON AV
401942,E 96 ST/3 AV
401943,E 96 ST/2 AV
401946,3 AV/E 99 ST
401947,3 AV/E 102 ST
401948,3 AV/E 104 ST
401950,E 106 ST/2 AV
401951,E 106 ST/1 AV
401954,E 97 ST/1 AV
401955,E 97 ST/2 AV
401957,E 96 ST/3 AV
401958,E 96 ST/LEXINGTON AV
401960,E 96 ST/MADISON AV
401961,E 97 ST/5 AV
401964,W 96 ST/AMSTERDAM AV
401965,W 96 ST/BROADWAY
401966,W 97 ST/WEST END AV
401968,E 105 ST/1 AV
401969,E 106 ST/1 AV
401970,E 106 ST/2 AV
401971,E 106 ST/3 AV
401973,LEXINGTON AV/E 104 ST
401974,LEXINGTON AV/E 102 ST
401977,W 106 ST/BROADWAY
401988,W 116 ST/MALCOLM X BL
401989,W 116 ST/5 AV
401990,E 116 ST/MADISON AV
401991,E 116 ST/PARK AV
401992,E 116 ST/LEXINGTON AV
401993,E 116 ST/3 AV
401994,E 116 ST/2 AV
401998,PLEASANT AV/E 120 ST
401999,E 116 ST/PLEASANT AV
402000,E 116 ST/1 AV
402001,E 116 ST/2 AV
402002,E 116 ST/3 AV
402003,E 116 ST/LEXINGTON AV
402004,E 116 ST/PARK AV
402005,E 116 ST/MADISON AV
402006,E 116 ST/5 AV
402016,W 106 ST/COLUMBUS AV
402017,W 106 ST/AMSTERDAM AV
402018,W 106 ST/BROADWAY
402022,W HOUSTON ST/AV OF THE AMERICAS
402023,W HOUSTON ST/SULLIVAN ST
402024,W HOUSTON ST/W BROADWAY
402028,E HOUSTON ST/MOTT ST
402030,E HOUSTON ST/BOWERY
402032,E HOUSTON ST/ESSEX ST
402033,E HOUSTON ST/NORFOLK ST
402034,E HOUSTON ST/CLINTON ST
402036,AV C/E 3 ST
402037,AV C/E 5 ST
402038,AV C/E 7 ST
402039,AV C/E 11 ST
402041,AV C/E 14 ST
402042,AV C/E 16 ST
402043,AV C/FDR DRIVE
402048,E 29 ST/1 AV
402049,E 29 ST/2 AV
402052,E 23 ST/AV C
402054,AV C/E 20 ST
402055,AV C/E 18 ST
402056,AV C/E 16 ST
402057,AV C/E 14 ST
402067,E HOUSTON ST/AV B
402068,E HOUSTON ST/AV A
402071,E HOUSTON ST/BOWERY
402080,CHAMBERS ST/WEST ST
402085,FRANKFORT ST/PEARL ST
402088,MADISON ST/OLIVER ST
402090,MADISON ST/MARKET ST
402091,MADISON ST/PIKE ST
402092,MADISON ST/RUTGERS ST
402093,MADISON ST/JEFFERSON ST
402094,MADISON ST/CLINTON ST
402095,MADISON ST/MONTGOMERY ST
402096,MADISON ST/GOUVERNEUR ST
402097,MADISON ST/GOUVERNEUR ST
402100,GRAND ST/FDR DR
402102,CHERRY ST/JACKSON ST
402103,JACKSON ST/MADISON ST
402104,MADISON ST/JACKSON ST
402105,MADISON ST/GOUVERNEUR ST
402106,MADISON ST/MONTGOMERY ST
402107,MADISON ST/CLINTON ST
402108,MADISON ST/JEFFERSON ST
402109,MADISON ST/RUTGERS ST
402110,MADISON ST/PIKE ST
402111,MADISON ST/MARKET ST
402112,MADISON ST/CATHERINE ST
402118,CHAMBERS ST/BROADWAY
402119,CHAMBERS ST/CHURCH ST
402120,CHAMBERS ST/HUDSON ST
402124,W 23 ST/10 AV
402125,W 23 ST/9 AV
402126,W 23 ST/8 AV
402127,W 23 ST/7 AV
402128,W 23 ST/6 AV
402130,E 23 ST/BROADWAY
402132,E 23 ST/PARK AV S
402134,E 23 ST/3 AV
402142,E 20 ST/1 AV
402143,E 23 ST/1 AV
402144,E 23 ST/2 AV
402145,E 23 ST/3 AV
402152,W 23 ST/AV OF THE AMERICAS
402153,W 23 ST/7 AV
402154,W 23 ST/8 AV
402155,W 23 ST/9 AV
402157,W 23 ST/11 AV
402160,12 AV/W 43 ST
402161,12 AV/W 46 ST
402162,12 AV/W 48 ST
402163,W 50 ST/12 AV
402164,W 50 ST/11 AV
402165,W 50 ST/10 AV
402166,W 50 ST/9 AV
402167,W 50 ST/8 AV
402169,W 50 ST/AV OF THE AMERICAS
402171,E 50 ST/5 AV
402172,E 50 ST/MADISON AV
402173,E 50 ST/LEXINGTON AV
402174,E 50 ST/3 AV
402175,E 50 ST/2 AV
402183,E 49 ST/1 AV
402185,E 49 ST/3 AV
402186,E 49 ST/LEXINGTON AV
402188,E 49 ST/MADISON AV
402189,W 49 ST/5 AV
402191,W 49 ST/AV OF THE AMERICAS
402194,W 49 ST/9 AV
402195,W 49 ST/10 AV
402205,W 57 ST/11 AV
402214,E 57 ST/LEXINGTON AV
402215,E 57 ST/3 AV
402216,E 57 ST/2 AV
402217,E 57 ST/1 AV
402218,E 57 ST/SUTTON PL
402221,E 55 ST/1 AV
402222,E 57 ST/1 AV
402223,E 57 ST/2 AV
402224,E 57 ST/3 AV
402228,W 57 ST/5 AV
402229,W 57 ST/AV OF THE AMERICAS
402233,W 57 ST/9 AV
402269,W 72 ST/CENTRAL PK W
402290,E 72 ST/MADISON AV
402292,E 72 ST/LEXINGTON AV
402293,E 72 ST/3 AV
402295,E 72 ST/1 AV
402296,E 72 ST/YORK AV
402298,E 72 ST/1 AV
402299,E 72 ST/2 AV
402300,E 72 ST/3 AV
402301,E 72 ST/LEXINGTON AV
402303,E 72 ST/MADISON AV
402328,SUTTON PL/SUTTON SQ
402330,YORK AV/E 63 ST
402331,YORK AV/E 66 ST
402334,YORK AV/E 72 ST
402336,YORK AV/E 76 ST
402338,YORK AV/E 82 ST
402339,YORK AV/E 84 ST
402345,YORK AV/E 86 ST
402346,YORK AV/E 84 ST
402347,YORK AV/E 82 ST
402348,YORK AV/E 79 ST
402349,YORK AV/E 77 ST
402351,YORK AV/E 72 ST
402355,YORK AV/E 64 ST
402446,5 AV/W 58 ST
402458,LEXINGTON AV/E 125 ST
402460,E 124 ST/3 AV
402461,E 124 ST/2 AV
402498,E 126 ST/2 AV
402502,E 125 ST/3 AV
402503,E 125 ST/LEXINGTON AV
402504,E 125 ST/PARK AV
402505,E 125 ST/MADISON AV
402506,W 125 ST/5 AV
402507,W 125 ST/MALCOLM X BL
402508,W 125 ST/ADAM C POWELL BL
402509,W 125 ST/FRED DOUGLASS BL
402510,W 125 ST/ST NICHOLAS AV
402512,W 125 ST/AMSTERDAM AV
402517,AMSTERDAM AV/W 135 ST
402518,AMSTERDAM AV/W 138 ST
402519,AMSTERDAM AV/W 140 ST
402520,AMSTERDAM AV/W 143 ST
402521,AMSTERDAM AV/W 145 ST
402526,AMSTERDAM AV/W 155 ST
402535,BROADWAY/W 173 ST
402634,3 AV/E 31 ST
402638,AMSTERDAM AV/W 158 ST
402639,AMSTERDAM AV/W 156 ST
402641,AMSTERDAM AV/W 152 ST
402642,AMSTERDAM AV/W 150 ST
402643,AMSTERDAM AV/W 148 ST
402644,AMSTERDAM AV/W 145 ST
402645,AMSTERDAM AV/W 143 ST
402646,AMSTERDAM AV/W 140 ST
402647,AMSTERDAM AV/W 138 ST
402653,W 125 ST/AMSTERDAM AV
402656,W 125 ST/ST NICHOLAS AV
402657,W 125 ST/FRED DOUGLASS BL
402658,W 125 ST/ADAM C POWELL BL
402659,W 125 ST/MALCOLM X  BL
402660,E 125 ST/5 AV
402661,E 125 ST/MADISON AV
402662,E 125 ST/PARK AV
402666,COOPER SQ/E 6 ST
402670,3 AV/E 17 ST
402673,3 AV/E 26 ST
402674,3 AV/E 29 ST
402677,3 AV/E 37 ST
402678,3 AV/E 39 ST
402679,3 AV/E 42 ST
402680,3 AV/E 45 ST
402681,3 AV/E 47 ST
402682,3 AV/E 50 ST
402687,3 AV/E 65 ST
402688,3 AV/E 67 ST
402689,3 AV/E 69 ST
402691,3 AV/E 75 ST
402692,3 AV/E 77 ST
402694,3 AV/E 82 ST
402696,3 AV/E 88 ST
402697,3 AV/E 91 ST
402704,3 AV/E 109 ST
402705,3 AV/E 112 ST
402707,3 AV/E 118 ST
402723,W 125 ST/MORNINGSIDE AV
402740,AMSTERDAM AV/W 171 ST
402741,AMSTERDAM AV/W 173 ST
402744,AMSTERDAM AV/W 179 ST
402745,AMSTERDAM AV/W 181 ST
402748,AMSTERDAM AV/W 187 ST
402749,AMSTERDAM AV/W 190 ST
402753,BOWERY/BAYARD ST
402755,BOWERY/GRAND ST
402757,BOWERY/DELANCEY ST
402760,BOWERY/E HOUSTON ST
402762,BOWERY/E 3 ST
402764,AMSTERDAM AV/W 188 ST
402766,AMSTERDAM AV/W 184 ST
402767,AMSTERDAM AV/W 181 ST
402769,AMSTERDAM AV/W 178 ST
402772,AMSTERDAM AV/W 172 ST
402773,AMSTERDAM AV/W 170 ST
402774,AMSTERDAM AV/W 168 ST
402805,LEXINGTON AV/E 122 ST
402809,LEXINGTON AV/E 114 ST
402811,LEXINGTON AV/E 110 ST
402816,LEXINGTON AV/E 100 ST
402819,LEXINGTON AV/E 94 ST
402826,LEXINGTON AV/E 79 ST
402829,LEXINGTON AV/E 74 ST
402831,LEXINGTON AV/E 70 ST
402835,LEXINGTON AV/E 62 ST
402838,LEXINGTON AV/E 56 ST
402841,LEXINGTON AV/E 49 ST
402842,LEXINGTON AV/E 47 ST
402843,LEXINGTON AV/E 45 ST
402845,LEXINGTON AV/E 40 ST
402846,LEXINGTON AV/E 37 ST
402851,LEXINGTON AV/E 28 ST
402852,LEXINGTON AV/E 26 ST
402854,3 AV/E 23 ST
402856,3 AV/E 17 ST
402857,5 AV/W 13 ST
402858,3 AV/E 11 ST
402862,BOWERY/BLEECKER ST
402863,BOWERY/E HOUSTON ST
402864,BOWERY/PRINCE ST
402865,BOWERY/KENMARE ST
402867,BOWERY/GRAND ST
402868,BOWERY/CANAL ST
402869,BOWERY/BAYARD ST
402870,PARK ROW/WORTH ST
403036,WEST END AV/W 72 ST
403037,WEST END AV/W 69 ST
403038,WEST END AV/W 66 ST
403047,CENTRAL PK S/AVE OF THE AMERICAS
403076,WEST END AV/W 66 ST
403103,BROADWAY/W 73 ST
403104,BROADWAY/W 75 ST
403105,BROADWAY/W 77 ST
403106,BROADWAY/W 79 ST
403107,BROADWAY/W 82 ST
403108,BROADWAY/W 84 ST
403109,BROADWAY/W 86 ST
403110,BROADWAY/W 88 ST
403111,BROADWAY/W 91 ST
403112,BROADWAY/W 93 ST
403114,BROADWAY/W 99 ST
403115,BROADWAY/W 101 ST
403116,BROADWAY/W 103 ST
403117,BROADWAY/W 106 ST
403118,BROADWAY/W 108 ST
403119,BROADWAY/CATHEDRAL PKY
403122,BROADWAY/W 116 ST
403125,BROADWAY/W 122 ST
403126,BROADWAY/LA SALLE ST
403127,BROADWAY/TIEMANN PL
403132,AV OF THE AMERICAS/W 50 ST
403139,MORNINGSIDE AV/W 125 ST
403142,BROADWAY/TIEMANN PL
403144,BROADWAY/LA SALLE ST
403145,BROADWAY/W 122 ST
403147,BROADWAY/W 116 ST
403148,BROADWAY/W 114 ST
403149,BROADWAY/W 112 ST
403150,BROADWAY/CATHEDRAL PY
403151,BROADWAY/W 108 ST
403152,BROADWAY/W 106 ST
403153,BROADWAY/W 104 ST
403154,BROADWAY/W 102 ST
403155,BROADWAY/W 100 ST
403158,BROADWAY/W 94 ST
403159,BROADWAY/W 92 ST
403162,BROADWAY/W 86 ST
403163,BROADWAY/W 84 ST
403164,BROADWAY/W 82 ST
403165,BROADWAY/W 79 ST
403166,BROADWAY/W 76 ST
403167,BROADWAY/W 74 ST
403168,BROADWAY/W 72 ST
403169,BROADWAY/W 70 ST
403171,BROADWAY/W 65 ST
403191,W 34 ST/11 AV
403192,W 34 ST/10 AV
403216,E 34 ST/2 AV
403238,W 42 ST/9 AV
403239,W 42 ST/8 AV
403240,W 42 ST/7 AV
403241,W 42 ST/BROADWAY
403242,W 42 ST/6 AV
403245,E 42 ST/LEXINGTON AV
403246,E 42 ST/3 AV
403247,E 42 ST/2 AV
403248,E 42 ST/1 AV
403249,E 41 ST/1 AV
403251,E 42 ST/1 AV
403252,E 42 ST/2 AV
403253,E 42 ST/3 AV
403254,E 42 ST/LEXINGTON AV
403257,W 42 ST/5 AV
403259,W 42 ST/7 AV
403264,11 AV/W 42 ST
403266,5 AV/W 56 ST
403267,CENTRAL PK N/5 AV
403271,BROADWAY/W 66 ST
403276,FRED DOUGLASS BL/W 128 ST
403292,AMSTERDAM AV/LA SALLE ST
403297,YORK AV/E 69 ST
403303,E HOUSTON ST/AV C
403304,AV C/E 3 ST
403305,AV C/E 6 ST
403306,AV C/E 8 ST
403307,AV C/E 10 ST
403311,BROADWAY/W HOUSTON ST
403312,W 10 ST/HUDSON ST
403313,W 10 ST/GREENWICH ST
403316,E 25 ST/PARK AV S
403317,ESSEX ST/GRAND ST
403318,ESSEX ST/DELANCEY ST
403319,ESSEX ST/RIVINGTON ST
403320,AV A/E HOUSTON ST
403323,W HOUSTON ST/LA GUARDIA PL
403326,E 105 ST/FDR  DR
403338,ADAM C POWELL BL/W 151 ST
403342,2 AV/E 94 ST
403350,WORTH ST/MOTT ST
403354,W 42 ST/BROADWAY
403359,E 34 ST/1 AV
403362,COLUMBUS AV/W 97 ST
403367,E 91 ST/YORK AV
403372,COLUMBUS AV/W 75 ST
403373,FT WASHINGTON AV/W 168 ST
403374,FT WASHINGTON AV/W 165 ST
403375,FT WASHINGTON AV/W 164 ST
403376,FT WASHINGTON AV/W 162 ST
403377,FT WASHINGTON AV/W 160 ST
403380,DELANCEY ST/COLUMBIA ST
403383,1 AV/E 91 ST
403392,MANHATTAN AV/CATHEDRAL PY
403397,WEST THAMES ST/SOUTH END AV
403399,SOUTH END AV/ALBANY ST
403415,PARK AV/E 125 ST
403416,LEXINGTON AV/E 116 ST
403417,LEXINGTON AV/E 106 ST
403418,LEXINGTON AV/E 96 ST
403419,LEXINGTON AV/E 86 ST
403421,LEXINGTON AV/E 72 ST
403422,LEXINGTON AV/E 68 ST
403424,LEXINGTON AV/E 50 ST
403425,LEXINGTON AV/E 42 ST
403427,3 AV/E 33 ST
403432,3 AV/E 72 ST
403433,3 AV/E 79 ST
403434,3 AV/E 86 ST
403436,3 AV/E 106 ST
403438,3 AV/E 122 ST
403439,W 179 ST/AMSTERDAM AV
403440,W 179 ST/ST NICHOLAS AV
403443,E 10 ST/AV D
403444,HUDSON ST/NORTH MOORE ST
403447,W 135 ST/BROADWAY
403454,BROADWAY/W 119 ST
403456,MADISON AV/E 37 ST
403457,MADISON AV/E 40  ST
403459,E 42 ST/PARK AV
403461,BROADWAY/W 133 ST
403465,W 42 ST/5 AV
403466,ST NICHOLAS AV/FORT GEORGE HILL
403472,AMSTERDAM AV/W 67 ST
403475,GRAND ST/ESSEX ST
403477,W 79 ST/RIVERSIDE DR
403480,1 AV/E 34 ST
403483,BROADWAY/W 145 ST
403486,W 42 ST/11 AV
403487,W 66 ST/WEST END AV
403488,W 65 ST/WEST END AV
403489,W 65 ST/AMSTERDAM AV
403491,W 65 ST/BROADWAY
403492,W 65 ST/CENTRAL PK W
403494,E 65 ST/5 AV
403495,E 68 ST/MADISON AV
403497,E 68 ST/LEXINGTON AV
403503,E 67 ST/1 AV
403504,E 67 ST/2 AV
403505,E 67 ST/3 AV
403506,E 67 ST/LEXINGTON AV
403508,E 67 ST/MADISON AV
403510,W 66 ST/CENTRAL PK W
403512,W 66 ST/BROADWAY
403513,W 66 ST/AMSTERDAM AV
403518,W 87 ST/WEST END AV
403519,W 34 ST/DYER AV
403522,W 79 ST/RIVERSIDE DR
403523,W 79 ST/BROADWAY
403525,2 AV/E 28 ST
403526,3 AV/E 11 ST
403528,W 34 ST/9 AV
403537,3 AV/E 125 ST
403545,3 AV/E 60 ST
403547,W 23 ST/10 AV
403555,AMSTERDAM AV/W 69 ST
403556,E 14 ST/IRVING PL
403557,DELANCEY ST/FDR DR
403560,W 86 ST/WEST END AV
403562,W 57 ST/8 AV
403563,YORK AV/E 69 ST
403573,W 65 ST/COLUMBUS AV
403590,PEARL ST/FULTON ST
403604,W 125 ST/AMSTERDAM AV
403606,W 72 ST/COLUMBUS AV
403608,WEST END AV/W 69 ST
403610,W 72 ST/CENTRAL PK W
403611,W 72 ST/COLUMBUS AV
403612,W 72 ST/AMSTERDAM AV
403617,E 57 ST/LEXINGTON AV
403620,E 57 ST/MADISON AV
403621,W 57 ST/AV OF THE AMERICAS
403626,WEST END AV/W 59 ST
403632,E 96 ST/2 AV
403647,ALLEN ST/DELANCEY ST
403670,W 179 ST/BROADWAY
403671,E 125 ST/LEXINGTON AV
403673,E 125 ST/2 AV
403676,E 125 ST/2 AV
403698,W 155 ST/AMSTERDAM AV
403711,E 135 ST/MADISON AV
403726,YORK AV/E 74 ST
403731,E HOUSTON ST/2 AV
403732,ESSEX ST/DELANCEY ST
403733,W 79 ST/AMSTERDAM AV
403735,YORK AV/E 67 ST
403736,W 57 ST/7 AV
403749,LEXINGTON AV/E 98 ST
403754,WATER ST/WALL ST
403757,W 135 ST/AMSTERDAM AV
403760,W 50 ST/7 AV
403763,W 125 ST/OLD BROADWAY
403765,3 AV/E 93 ST
403769,AV OF THE AMERICAS/W 31 ST
403772,3 AV/E 20 ST
403776,ST NICHOLAS AV/W 137 ST
403777,3 AV/E 97 ST
403779,W 66 ST/COLUMBUS AV
403781,CENTRAL PK S/COLUMBUS CI
403782,PARK AV S/E 23 ST
403786,W 135 ST/AMSTERDAM AV
403787,E 126 ST/3 AV
403793,4 AV/E 9 ST
403797,7 AV/W 50 ST
403802,10 AV/W 23 ST
403805,E 42 ST/MADISON AV
403808,E HOUSTON ST/COLUMBIA ST
403816,11 AV/W 34 ST
403821,LEXINGTON AV/E 34 ST
403822,LEXINGTON AV/E 31 ST
403826,FRED DOUGLASS BL/W 145 ST
403830,W 42 ST/AV OF THE AMERICAS
403831,WATER ST/JOHN ST
403832,FRED DOUGLASS BL/W 138 ST
403835,MARGARET CORBIN DR/CLOISTERS
403846,8 AV/W  57 ST
403847,AV OF THE AMERICAS/WEST BROADWAY
403849,ALLEN ST/E HOUSTON ST
403851,SPRING ST/HUDSON ST
403853,W HOUSTON ST/HUDSON ST
403854,WASHINGTON ST/W HOUSTON ST
403855,3 AV/E 23 ST
403870,E 14 ST/2 AV
403871,E 14 ST/3 AV
403876,HUDSON ST/BETHUNE ST
403878,VESEY ST/NORTH END AV
403886,AMSTERDAM AV/W 114 ST
403887,2 AV/E 54 ST
403893,E 14 ST/UNION SQ W
403894,W 14 ST/5 AV
403895,W 14 ST/6 AV
403896,W 14 ST/7 AV
403897,W 14 ST/8 AV
403902,RIVERSIDE DR/W 100 ST
403903,BROADWAY/W 129 ST
403906,E 14 ST/4 AV
403907,W 165 ST/AMSTERDAM AV
403908,AUDUBON AV/W 165 ST
403910,W 165 ST/AMSTERDAM AV
403913,3 AV/E 14 ST
403914,AV OF THE AMERICAS/W 20 ST
403942,CONVENT AV/W 129 ST
403953,STATE ST/BRIDGE ST
403954,W 49 ST/11 AV
403955,W 49 ST/12 AV
403956,12 AV/W 46 ST
403975,ST NICHOLAS AV/W 176 ST
403976,ST NICHOLAS AV/W 184 ST
403978,ST NICHOLAS AV/W 187 ST
403979,ST NICHOLAS AV/W 174 ST
403980,MADISON AV/E 121 ST
403981,CENTRAL PK W/W 69 ST
403982,FRED DOUGLASS BL/W 135 ST
403984,W 57 ST/9 AV
403986,W 57 ST/10 AV
403987,11 AV/W 57 ST
403989,E 79 ST/5 AV
403992,W 57 ST/10 AV
403993,E 68 ST/3 AV
403994,E 68 ST/2 AV
403995,E 68 ST/1 AV
403996,EAST 68 ST/YORK AV
403997,E 67 ST/YORK AV
404008,AMSTERDAM AV/W 190 ST
404010,E 8 ST/LAFAYETTE ST
404011,W 135 ST/BROADWAY
404012,W 135 ST/RIVERSIDE DR
404013,RIVERSIDE DR/W 137 ST
404014,RIVERSIDE DR/W 142 ST
404015,RIVERSIDE DR/W 144 ST
404017,RIVERSIDE DR/W 142 ST
404018,RIVERSIDE DR/W 139 ST
404019,W 135 ST/RIVERSIDE DR
404024,CENTRAL PK W/W 75 ST
404029,E 14 ST/1 AV
404030,COLUMBUS AV/W 61 ST
404031,RIVERSIDE DR/W 145 ST
404035,W 49 ST/7 AV
404036,WEST END AV/W 61 ST
404037,SUTTON PLACE/E 55 ST
404039,AV OF THE AMERICAS/W 38 ST
404040,AV OF THE AMERICAS/W 40 ST
404043,AV OF THE AMERICAS/W 45 ST
404046,ST NICHOLAS AV/W 190 ST
404049,CENTRAL PK W/W 63 ST
404050,7 AV/W 56 ST
404054,RIVERSIDE DR/W 94 ST
404056,RIVERSIDE DR/W 139 ST
404058,W 54 ST/11 AV
404066,ST NICHOLAS AV/W 167 ST
404071,ST NICHOLAS AV/W 124 ST
404075,W 96 ST/COLUMBUS AV
404076,E 106 ST/LEXINGTON AV
404077,E 106 ST/3 AV
404079,E 106 ST/LEXINGTON AV
404080,E 106 ST/MADISON AV
404081,5 AV/E 98 ST
404085,12 AV/W 23 ST
404087,E 96 ST/5 AV
404092,3 AV/ASTOR PL
404099,E 20 ST/E 20 ST Loop
404100,E HOUSTON ST/RIDGE ST
404101,FRANKFORT ST/WILLIAM ST
404103,MADISON AV/E 114 ST
404104,RIVERSIDE DR/W 103 ST
404105,2 AV/E 12 ST
404106,3 AV/E 14 ST
404108,CHURCH ST/VESEY ST
404116,W 43 ST/8 AV
404117,FT TRYON PARK/OPP CAFE LOT
404118,FT TRYON PARK/CAFE LOT
404120,UNION SQ E/E 15 ST
404122,5 AV/E  67 ST
404124,W 178 ST/ST NICHOLAS AV
404125,W 178 ST/AUDUBON AV
404129,ADAM C POWELL BL/W 149 ST
404130,RIVERSIDE DR/W 104 ST
404131,RIVERSIDE DR/W 94 ST
404132,AV OF THE AMERICAS/PRINCE ST
404133,HUDSON ST/BARROW ST
404134,CENTRAL PK W/W 79 ST
404135,FRED DOUGLASS BL/W 158 ST
404136,CENTRAL PK W/W 79 ST
404137,12 AV/W 23 ST
404138,BROADWAY/W 63 ST
404147,W 133 ST/AMSTERDAM AV
404153,7 AV/W 41 ST
404154,YORK AV/E 60 ST
404155,E HOUSTON ST/MOTT ST
404160,E 42 ST/MADISON AV
404161,10 AV/W 19 ST
404168,5 AV/E 96 ST
404171,LEXINGTON AV/E 59 ST
404191,MADISON AV/E 95 ST
404194,W 179 ST/WADSWORTH AV
404219,BROADWAY/WARREN ST
404224,BROADWAY/CHAMBERS ST
404225,BROADWAY/BARCLAY ST
404232,BROADWAY/W 131 ST
404244,7 AV/W 23 ST
404245,FRED DOUGLASS BL/W 119 ST
404253,1 AV/E 62 ST
404255,LEXINGTON AV/E 124 ST
404258,RIVERSIDE DR/W 122 ST
404259,RIVERSIDE DR/W 122 ST
404260,BROADWAY/W 113 ST
404262,BROADWAY/W 120 ST
404264,AV C/E 23 ST
404266,SUTTON PL/E 58 ST
404274,W 116 ST/MALCOLM X BL
404278,CENTRAL PK N/MALCOLM X BL
404279,10 AV/W 37 ST
404283,ADAM C POWELL BL/W 125 ST
404286,W 14 ST/HUDSON ST
404287,ESSEX ST/ E BROADWAY
404289,RIVERSIDE DR/W 74 ST
404290,RIVERSIDE DR/W 82 ST
404303,5 AV/W 78 ST
404308,W 86 ST/COLUMBUS AV
404320,AMSTERDAM AV/W 89 ST
404321,LEXINGTON AV/E 83 ST
404325,FRED DOUGLASS BL/MACOMBS PL
404327,PEARL ST / PEARL ST
404333,MALCOLM X BL/W 122 ST
404334,MALCOLM X BL/W 125 ST
404335,MALCOLM X BL/W 142 ST
404336,MALCOLM X BL/W 127 ST
404337,MALCOLM X BL/W 129 ST
404338,MALCOLM X BL/W 137 ST
404339,MALCOLM X BL/W 139 ST
404341,MALCOLM X BL / W 116 ST
404350,MAIN RWDY/OPP ICAHN STADIUM
404352,MAIN RDY/AFTER EXIT RAMP
404353,MAIN RDY/ICAHN STADIUM
404355,MAIN RDY/OPP CLARKE THOMAS BLDG
404356,SUNKEN GARDEN LOOP/EMPLOYMENT CTR
404681,E 86 ST/2 AV
404820,W 34 ST/7 AV
404821,RIVERSIDE DR/TIEMANN PL
404822,RIVERSIDE DR/TIEMANN PL
404824,FRED DOUGLASS BL/W 147 ST
404825,FRED DOUGLASS BL/W 148 ST
404826,WEST END AV/W 64 ST
404832,HUDSON ST/SPRING ST
404833,E 23 ST/PARK AV S
404834,W 23 ST/11 AV
404837,ADAM C POWELL BL/W 153 ST
404838,COLUMBUS AV/W 80 ST
404843,PIKE ST/MADISON ST
404844,PIKE ST/MADISON ST
404846,8 AV/W 49 ST
404847,8 AV/W 31 ST
404850,PEARL ST/FULTON ST
404851,PARK ROW/ST JAMES PL
404853,AMSTERDAM AV/W 161 ST
404854,LEXINGTON AV/E 77 ST
404855,RIVERSIDE DR/W 89 ST
404856,E 110 ST/MADISON AV
404857,PARK ROW/ST JAMES PL
404858,E 79 ST/MADISON AV
404859,YORK AV/E 87 ST
404860,E 79 ST/LEXINGTON AV
404863,HARRISON ST/HUDSON ST
404864,HARRISON ST/WEST ST
404865,W 70 ST/FREEDOM PL
404871,CENTRAL PK W/COLUMBUS CIR
404872,8 AV/W 46 ST
404876,W 168 ST/AUDUBON AV
404881,9 AV/W 23 ST
404895,6 AV/SPRING ST
404909,2 AV/E 36 ST
404911,W 106 ST/BROADWAY
404915,FREDERICK DOUGLASS BL/W 116 ST
404916,BROADWAY/PRINCE ST
404918,BROADWAY/W 167 ST
404919,8 AV/W 43 ST
404920,FT WASHINGTON AV/W 165 ST
404921,FT WASHINGTON AV/W 168 ST
404922,MADISON ST/GRAND ST
404926,W 24 St/11 AV
404927,W 24 ST/12 AV
404928,ST NICHOLAS AV/W 193 ST
404936,PARK AV S/E 18 ST
404938,E 60 ST/YORK AV
404940,W HOUSTON ST/VARICK ST
404947,LEXINGTON AV/E 92 ST
404948,W 49 ST/8 AV
404949,AMSTERDAM AV/W 161 ST
404950,E 34 ST /1 AV
404951,FERRY TERMINAL/FDR DRIVE
404963,ADAM C POWELL BL/WEST 119 ST
404969,CHAMBERS ST/GREENWICH ST
404973,CHAMBERS ST/GREENWICH ST
404976,CHAMBERS ST/W BROADWAY
404977,CHAMBERS ST/CHURCH ST
404978,MALCOLM X B / W 119 ST
404979,BATTERY PL/3 PL
404980,BATTERY PL/1 PL
404983,BATTERY PL/WEST ST
404986,BATTERY PL/3 PL
404987,CENTRAL PK W/W 66 ST
404988,CENTRAL PK W/W 64 ST
404990,SPRING ST/GREENWICH ST
404991,AV OF THE AMERICAS/W 18 ST
404992,AV OF THE AMERICAS/W 57 ST
404994,MADISON AV/E 66 ST
404995,1 AV/E 28 ST
405003,E 92 ST/YORK AV
405006,E BROADWAY/CATHERINE ST
405014,MALCOLM X BL/W 132 ST
405015,MAIN RDY/OPP PARK & RECREATION
405024,CHURCH ST/WORTH ST
405026,9 AV/W 40 ST
405053,MURRAY ST/NORTH END AV
405054,VESEY ST/NORTH END AV
405056,NORTH END AV/WARREN ST
405057,LEXINGTON AV/E 119 ST
405061,3 AV/E 21 ST
